# RA DEC XI ETA F475W F814W V VERR
11.683 42.188 0.745 0.923 22.936 22.565 -31.568 21.207 
11.619 42.191 0.698 0.925 20.711 20.43 -198.169 7.715 
11.652 42.193 0.723 0.928 20.331 20.201 -26.575 14.748 
11.601 42.198 0.684 0.932 22.429 21.34 -47.464 14.205 
11.792 42.169 0.827 0.905 21.363 20.228 -97.685 4.162 
11.569 41.915 0.662 0.649 20.074 20.039 -86.694 4.931 
11.513 41.92 0.62 0.654 22.879 22.452 -97.494 -299800.0 
11.595 41.921 0.681 0.655 20.917 19.903 -70.977 2.802 
11.574 41.923 0.665 0.657 22.499 22.443 130.901 22.955 
11.607 41.924 0.69 0.659 21.08 20.387 -78.585 5.53 
11.5 41.927 0.61 0.661 21.432 20.406 -55.374 2.671 
11.549 41.93 0.647 0.664 21.201 20.503 -98.476 3.981 
11.623 41.932 0.702 0.666 20.522 19.695 -76.846 8.0 
11.607 41.937 0.69 0.671 20.349 20.374 -121.918 -299800.0 
11.528 41.937 0.631 0.671 22.296 22.439 -18.028 4.098 
11.495 41.946 0.606 0.679 22.672 22.676 -46.782 14.419 
11.493 41.955 0.605 0.689 21.338 19.948 -100.102 2.413 
11.586 41.959 0.675 0.694 21.517 21.683 -45.209 23.612 
11.502 41.964 0.611 0.697 19.964 19.728 -26.458 2.423 
11.571 41.967 0.663 0.701 23.744 22.759 34.032 60.292 
11.565 41.97 0.659 0.704 21.637 21.662 -27.043 7.588 
11.505 41.972 0.614 0.705 21.643 20.109 -80.904 2.271 
11.479 41.972 0.594 0.706 22.09 21.936 -80.663 7.006 
11.536 41.972 0.637 0.706 21.894 21.978 -67.283 -299800.0 
11.534 41.972 0.635 0.706 20.406 20.339 -66.063 5.522 
11.491 41.973 0.603 0.706 20.52 20.092 -49.119 3.04 
11.523 41.988 0.627 0.722 21.063 20.927 -82.755 3.287 
11.511 41.991 0.618 0.724 22.58 21.388 -59.744 8.368 
11.485 41.995 0.598 0.729 22.942 22.269 -93.329 9.149 
11.496 41.997 0.607 0.731 22.378 20.876 -92.646 5.8 
11.45 42.005 0.573 0.738 21.612 21.454 -30.94 8.648 
11.513 42.006 0.62 0.74 22.858 22.479 4.142 12.227 
11.405 42.031 0.539 0.764 21.068 20.01 -135.169 2.212 
11.396 42.032 0.532 0.765 19.596 19.329 -69.519 2.142 
11.472 42.035 0.589 0.768 21.913 20.587 -63.006 12.399 
11.417 42.054 0.547 0.787 21.995 20.396 -70.868 4.28 
11.404 42.07 0.538 0.803 19.668 19.011 -33.632 1.186 
11.396 42.07 0.531 0.803 21.542 21.467 -83.133 8.983 
11.372 42.079 0.514 0.812 21.223 21.152 -68.523 -299800.0 
11.354 42.104 0.5 0.837 20.925 21.025 -104.392 19.726 
11.355 42.114 0.501 0.846 22.331 22.172 -158.964 11.268 
11.382 42.116 0.521 0.849 22.896 22.811 -136.869 12.341 
11.594 42.128 0.68 0.862 22.459 21.336 -31.134 22.473 
11.619 42.134 0.698 0.868 20.751 20.454 -21.708 5.237 
11.636 42.134 0.711 0.869 22.194 21.57 -49.307 -299800.0 
11.626 42.138 0.703 0.873 21.249 20.415 -27.102 3.986 
11.603 42.139 0.686 0.874 20.583 20.719 -25.359 20.676 
11.581 42.142 0.67 0.876 21.843 21.212 -8.998 6.253 
11.605 42.144 0.688 0.879 20.603 20.213 -18.531 4.996 
11.605 42.144 0.688 0.879 20.603 20.213 45.441 3.057 
11.658 42.148 0.727 0.882 22.138 21.226 1.894 7.088 
11.576 42.148 0.666 0.883 22.986 22.705 -115.0 7.085 
11.585 42.149 0.673 0.884 19.703 19.348 -35.21 1.903 
11.578 42.153 0.668 0.888 22.505 21.431 -18.54 7.102 
11.622 42.158 0.7 0.892 21.965 21.618 -39.075 12.431 
11.55 42.16 0.646 0.894 21.689 21.126 -12.027 7.589 
11.646 42.162 0.718 0.896 20.569 19.903 -29.202 2.344 
11.539 42.163 0.639 0.897 21.406 20.75 -66.908 10.146 
11.657 42.164 0.727 0.899 19.738 18.898 -76.856 1.411 
11.666 42.166 0.734 0.901 21.828 21.745 -94.401 12.256 
11.649 42.169 0.72 0.904 20.061 19.878 -53.253 6.048 
11.651 42.171 0.722 0.906 19.669 19.104 -72.462 1.5 
11.595 42.172 0.68 0.907 22.692 21.449 -18.283 6.083 
11.641 42.173 0.714 0.908 22.671 22.186 106.337 18.723 
11.613 42.177 0.694 0.911 22.327 21.53 -77.818 21.561 
11.663 42.177 0.731 0.912 21.487 21.028 -61.45 9.552 
11.559 42.179 0.653 0.913 20.003 19.906 -57.929 3.62 
11.674 42.181 0.739 0.916 18.983 18.877 -47.347 4.791 
11.6 42.185 0.684 0.92 20.954 19.822 -39.849 2.204 
11.583 42.185 0.671 0.919 21.241 21.381 -56.295 16.763 
11.622 42.187 0.7 0.921 20.977 20.954 -221.717 8.123 
11.645 42.187 0.717 0.922 22.053 20.938 -16.549 6.737 
11.667 42.188 0.734 0.923 21.082 20.494 -57.892 6.809 
11.66 42.189 0.728 0.924 20.444 19.927 -23.71 3.067 
11.646 42.191 0.718 0.926 21.662 21.329 -93.191 9.188 
11.65 42.192 0.721 0.927 20.575 20.394 -62.043 13.713 
11.61 42.196 0.691 0.93 20.928 19.892 -25.978 -599600.0 
11.631 42.196 0.707 0.931 18.657 18.462 -23.344 1.504 
11.631 42.196 0.707 0.931 18.657 18.462 -21.182 1.944 
11.672 42.197 0.738 0.932 21.48 20.238 -38.608 2.604 
11.623 42.198 0.701 0.933 19.478 19.064 -24.687 3.113 
11.674 42.201 0.739 0.936 22.226 21.082 -26.224 5.39 
11.638 42.202 0.712 0.936 21.514 21.483 -30.239 12.319 
11.646 42.202 0.718 0.937 21.445 21.599 -67.709 17.815 
11.618 42.204 0.697 0.938 20.052 20.065 -56.478 6.982 
11.672 42.209 0.737 0.944 20.947 20.826 -60.64 8.336 
11.629 42.213 0.705 0.947 19.018 18.04 -41.088 0.497 
11.649 42.213 0.72 0.948 19.844 19.236 -36.757 1.179 
11.67 42.215 0.736 0.95 19.202 18.785 -45.809 1.285 
11.712 42.22 0.767 0.956 22.253 21.731 -115.504 11.616 
11.682 42.224 0.745 0.959 22.14 22.148 -115.084 26.222 
11.644 42.226 0.716 0.961 20.321 20.445 68.136 9.907 
11.759 42.229 0.802 0.964 21.964 21.484 -25.371 6.2 
11.64 42.233 0.713 0.968 21.348 21.058 -104.323 7.132 
11.647 42.242 0.719 0.977 21.156 20.82 -50.29 -299800.0 
11.793 42.244 0.827 0.981 20.921 20.754 -26.966 6.188 
11.654 42.246 0.724 0.98 21.985 21.408 -131.89 6.254 
11.729 42.247 0.78 0.983 19.974 19.443 -49.218 1.314 
11.676 42.259 0.741 0.994 20.466 19.408 -33.277 1.547 
11.782 42.261 0.819 0.997 21.913 20.922 -44.445 4.782 
11.688 42.27 0.749 1.006 23.04 21.912 -18.53 18.615 
11.781 42.272 0.819 1.009 20.606 19.7 -61.85 1.68 
11.739 42.273 0.787 1.008 20.941 20.526 -51.178 3.657 
11.694 42.273 0.753 1.008 20.633 20.199 -35.326 2.129 
11.694 42.273 0.753 1.008 20.633 20.199 -23.282 5.936 
11.668 42.117 0.735 0.852 21.809 21.661 -7.473 13.781 
11.593 42.118 0.679 0.853 20.079 19.41 -46.276 3.183 
11.641 42.119 0.715 0.854 21.577 21.578 -64.182 30.028 
11.58 42.121 0.669 0.855 21.653 20.718 -63.917 15.604 
11.603 42.124 0.686 0.858 21.665 20.684 -27.724 7.213 
11.608 42.126 0.69 0.86 21.57 21.526 -86.048 16.199 
11.612 42.126 0.693 0.86 22.46 21.074 -29.239 6.969 
11.657 42.128 0.726 0.863 18.886 18.93 -9.246 6.061 
11.695 42.128 0.755 0.863 19.979 19.717 19.216 4.076 
11.588 42.134 0.675 0.868 20.967 21.084 -98.706 23.756 
11.7 42.136 0.759 0.871 22.676 21.866 -102.532 -299800.0 
11.666 42.137 0.733 0.872 21.679 20.298 -37.851 6.448 
11.638 42.141 0.712 0.876 21.181 20.668 -209.032 13.962 
11.692 42.141 0.753 0.876 20.898 19.754 -32.623 3.645 
11.604 42.146 0.687 0.881 21.028 20.14 -16.785 3.435 
11.622 42.148 0.7 0.882 21.23 20.329 -14.403 5.114 
11.678 42.149 0.742 0.884 21.48 20.852 -6.789 7.255 
11.577 42.151 0.667 0.885 20.907 20.338 -49.299 11.582 
11.672 42.151 0.737 0.886 20.801 20.607 -51.714 7.183 
11.622 42.151 0.7 0.886 21.011 20.147 -37.043 3.838 
11.604 42.154 0.687 0.888 21.842 21.532 -26.506 10.522 
11.614 42.156 0.695 0.891 22.549 21.333 -53.7 10.564 
11.647 42.158 0.719 0.892 19.877 19.655 -56.422 4.697 
11.58 42.158 0.669 0.892 18.669 18.171 -139.61 2.481 
11.643 42.163 0.716 0.897 20.646 20.642 -149.827 12.736 
11.615 42.168 0.695 0.903 21.174 20.927 -35.758 7.921 
11.682 42.169 0.745 0.904 22.316 21.489 -58.715 9.768 
11.682 42.17 0.745 0.905 21.295 20.267 -44.025 3.616 
11.703 42.17 0.761 0.905 21.839 21.721 -56.916 20.026 
11.656 42.17 0.725 0.905 22.024 21.845 -43.638 15.549 
11.663 42.17 0.731 0.905 21.69 21.588 -13.332 47.665 
11.614 42.175 0.695 0.91 21.539 21.371 57.271 18.467 
11.682 42.182 0.745 0.917 22.923 22.187 -111.917 -299800.0 
11.65 42.186 0.721 0.92 21.524 21.572 -143.05 19.666 
11.702 42.186 0.76 0.921 21.771 20.873 -24.433 5.667 
11.638 42.187 0.712 0.922 20.594 20.595 -43.039 8.564 
11.632 42.187 0.708 0.922 21.8 20.092 -50.35 3.654 
11.65 42.188 0.721 0.923 21.964 21.593 -37.817 10.179 
11.679 42.19 0.742 0.925 21.592 21.125 -62.038 6.264 
11.676 42.19 0.741 0.925 20.42 20.195 -28.641 13.536 
11.642 42.191 0.715 0.925 20.4 20.295 -5.136 20.248 
11.745 42.192 0.792 0.928 14.586 13.479 -5.887 0.546 
11.647 42.192 0.719 0.927 22.318 21.839 -65.855 7.928 
11.658 42.197 0.727 0.932 22.805 22.449 -88.367 20.972 
11.748 42.197 0.795 0.933 22.286 22.276 -31.891 28.06 
11.754 42.198 0.799 0.933 21.093 20.429 -52.737 4.965 
11.652 42.199 0.723 0.933 21.135 21.104 -18.463 11.057 
11.654 42.199 0.724 0.934 20.942 20.396 -54.755 7.049 
11.675 42.2 0.74 0.935 21.628 20.459 -21.439 6.017 
11.683 42.2 0.746 0.935 22.266 22.24 -68.612 37.295 
11.677 42.202 0.741 0.937 22.077 21.362 -387.87 15.349 
11.82 42.206 0.848 0.942 22.305 22.082 -11.578 7.205 
11.692 42.207 0.752 0.942 22.169 21.958 -5.529 22.664 
11.772 42.21 0.812 0.945 21.672 21.373 -74.942 32.501 
11.757 42.211 0.801 0.947 21.905 20.916 -195.399 -299800.0 
11.674 42.212 0.739 0.948 20.448 19.805 -88.145 -299800.0 
11.689 42.218 0.75 0.953 22.982 22.578 -120.252 34.671 
11.778 42.22 0.816 0.956 21.973 21.711 -75.029 -299800.0 
11.788 42.228 0.824 0.964 22.372 20.791 -43.878 5.95 
11.8 42.23 0.833 0.966 22.427 21.848 -27.38 -299800.0 
11.782 42.232 0.819 0.968 20.707 19.527 -61.731 2.641 
11.834 42.235 0.859 0.971 21.18 20.987 -104.171 5.408 
11.786 42.239 0.823 0.975 21.048 19.987 12.34 7.177 
11.776 42.241 0.815 0.977 22.627 21.668 -125.241 17.022 
11.782 42.252 0.819 0.988 22.25 22.22 -66.949 9.827 
11.83 42.266 0.855 1.002 20.515 20.189 -61.837 3.747 
11.826 42.282 0.852 1.018 21.048 20.248 -50.633 3.622 
11.82 42.282 0.848 1.019 22.007 21.174 -33.927 8.348 
11.826 42.292 0.852 1.028 20.8 19.565 -99.863 4.532 
11.83 42.302 0.855 1.038 21.623 20.814 -46.735 16.719 
11.83 42.302 0.855 1.038 21.623 20.814 -74.111 7.559 
11.831 42.306 0.856 1.043 22.856 22.351 -94.035 13.552 
11.826 42.309 0.852 1.046 22.584 22.28 -13.32 10.533 
11.633 42.135 0.709 0.87 21.006 20.796 -56.0 7.865 
11.686 41.929 0.75 0.664 22.508 21.932 -78.06 22.227 
11.707 41.948 0.765 0.684 21.652 20.948 -109.591 7.434 
11.692 41.951 0.754 0.686 21.245 20.127 -137.49 3.887 
11.718 41.959 0.773 0.694 22.747 22.569 -131.987 36.742 
11.656 41.959 0.727 0.694 22.31 22.137 -78.64 8.969 
11.731 41.961 0.783 0.697 21.278 21.435 -301.893 10.734 
11.653 41.962 0.724 0.696 20.962 20.382 -68.83 6.363 
11.66 41.963 0.73 0.698 21.384 20.606 -69.614 4.72 
11.639 41.964 0.714 0.699 22.666 22.621 -20.731 23.124 
11.711 41.964 0.768 0.7 22.224 22.191 -31.248 13.159 
11.681 41.967 0.746 0.702 22.764 21.994 -140.459 12.449 
11.728 41.968 0.78 0.704 21.102 20.809 -158.366 4.714 
11.702 41.969 0.761 0.704 21.221 21.127 -164.343 8.683 
11.718 41.97 0.773 0.705 22.256 22.329 -212.329 10.499 
11.704 41.971 0.762 0.707 19.32 19.045 -73.887 2.508 
11.639 41.972 0.714 0.707 20.312 19.056 -66.19 1.182 
11.668 41.972 0.735 0.707 20.81 20.606 -131.493 12.09 
11.664 41.973 0.732 0.708 21.482 21.24 -101.188 8.61 
11.667 41.973 0.735 0.708 21.241 20.921 -178.615 7.583 
11.629 41.976 0.707 0.711 21.922 21.693 -232.147 13.938 
11.639 41.978 0.714 0.712 19.568 18.736 -85.864 0.784 
11.709 41.979 0.767 0.714 21.253 21.25 -115.592 31.463 
11.69 41.979 0.752 0.714 20.776 20.489 -100.57 13.64 
11.696 41.98 0.756 0.715 21.999 21.772 7.81 -299800.0 
11.733 41.98 0.784 0.716 21.323 21.354 -364.398 10.085 
11.629 41.98 0.707 0.715 21.859 21.001 -107.685 5.37 
11.619 41.981 0.699 0.716 21.661 21.516 -124.004 7.494 
11.657 41.981 0.727 0.716 21.613 20.766 -54.085 4.168 
11.732 41.981 0.783 0.717 21.593 21.385 6.625 29.043 
11.638 41.984 0.713 0.719 21.342 21.484 -102.303 13.129 
11.643 41.986 0.717 0.721 21.215 21.173 -82.86 15.306 
11.619 41.987 0.699 0.722 21.749 21.703 -109.904 34.459 
11.639 41.989 0.714 0.724 20.871 21.07 -22.498 13.567 
11.616 41.99 0.697 0.724 20.335 19.453 -52.884 -299800.0 
11.74 41.991 0.789 0.726 19.093 18.825 -102.714 3.528 
11.665 41.992 0.733 0.727 20.118 19.405 -57.405 2.093 
11.64 41.993 0.714 0.727 20.69 20.683 -23.766 9.813 
11.624 41.993 0.702 0.727 22.336 22.302 -57.366 13.61 
11.609 41.993 0.692 0.727 21.112 20.602 -72.471 3.956 
11.662 41.995 0.731 0.729 21.342 20.591 -59.551 3.716 
11.641 41.997 0.716 0.732 20.245 19.953 -34.362 2.435 
11.636 41.999 0.711 0.734 20.599 20.593 -60.381 9.859 
11.59 42.003 0.677 0.737 22.404 21.673 15.98 18.863 
11.627 42.008 0.705 0.742 22.925 21.499 -58.855 14.219 
11.609 42.01 0.691 0.744 20.277 20.085 7.907 3.46 
11.582 42.013 0.672 0.747 21.889 21.828 -9.113 31.442 
11.578 42.016 0.668 0.751 22.459 21.906 -58.291 11.806 
11.566 42.023 0.659 0.758 22.848 22.175 -6.813 26.693 
11.555 42.034 0.651 0.768 22.087 21.483 -28.474 13.528 
11.562 42.034 0.656 0.769 22.524 22.611 -3.615 8.391 
11.588 42.042 0.675 0.776 20.565 20.129 -22.583 2.986 
11.587 42.043 0.674 0.777 21.868 21.332 -21.171 12.603 
11.568 42.046 0.661 0.781 22.768 22.761 -64.422 13.265 
11.56 42.051 0.655 0.785 22.664 22.728 -83.473 18.747 
11.6 42.06 0.685 0.795 21.711 21.572 27.94 13.528 
11.595 42.062 0.681 0.796 21.119 20.165 -34.39 3.511 
11.592 42.064 0.678 0.799 21.91 20.724 -44.47 4.249 
11.557 42.079 0.652 0.813 22.287 22.263 -114.663 14.056 
11.58 42.085 0.67 0.82 21.392 20.954 -9.787 6.977 
11.559 42.088 0.654 0.822 21.667 21.304 -42.031 27.132 
11.498 42.09 0.608 0.823 20.673 19.525 -116.318 3.102 
11.592 42.091 0.678 0.826 22.154 21.844 -103.943 12.504 
11.498 42.093 0.608 0.826 22.117 22.15 -57.657 12.049 
11.598 42.1 0.683 0.834 21.207 19.885 -73.074 2.779 
11.477 42.11 0.592 0.843 22.477 21.432 6.994 14.632 
11.568 42.117 0.66 0.851 22.671 22.374 -45.063 14.53 
11.58 42.121 0.669 0.855 21.653 20.718 -23.026 3.888 
11.467 42.123 0.585 0.856 21.313 21.155 -69.794 5.961 
11.572 42.123 0.663 0.857 22.177 21.078 -5.409 5.548 
11.483 42.125 0.596 0.858 20.566 19.605 -228.29 6.403 
11.513 42.135 0.619 0.869 21.862 21.62 -89.72 18.483 
11.556 42.14 0.651 0.874 22.027 21.116 -124.424 5.955 
